pushPrice,update_price,barging_times,barging_price,transcycle
15.8,1.0,1.0,0.6999999999999993,5
11.88,0.0,0.0,0.0,4
4.2,1.0,1.0,0.08000000000000007,35
43.2,0.0,0.0,0.0,8
6.6,1.0,1.0,0.35000000000000053,0
19.8,0.0,0.0,0.0,24
35.6,1.0,1.0,0.6799999999999997,8
10.5,0.0,0.0,0.0,9
9.8,1.0,1.0,-0.8000000000000007,7
56.8,0.0,0.0,0.0,33
4.8,1.0,1.0,1.0,12
15.8,1.0,1.0,0.09999999999999964,1
7.0,1.0,1.0,0.7999999999999998,11
19.3,0.0,0.0,0.0,69
15.88,1.0,1.0,0.6999999999999975,55
8.65,0.0,0.0,0.0,12
4.0,0.0,0.0,0.0,2
10.6,0.0,0.0,0.0,12
3.99,0.0,0.0,0.0,9
7.6,1.0,1.0,0.20000000000000018,13
9.5,0.0,0.0,0.0,0
34.8,1.0,1.0,1.0,14
43.88,1.0,1.0,0.09999999999999432,9
14.5,0.0,0.0,0.0,21
8.5,0.0,0.0,0.0,12
55.6,0.0,0.0,0.0,27
8.08,2.0,2.0,0.5,19
9.2,0.0,0.0,0.0,9
7.98,0.0,0.0,0.0,7
5.8,0.0,0.0,0.0,1
11.9799,1.0,1.0,0.5200999999999993,0
14.2,0.0,0.0,0.0,2
5.33,0.0,0.0,0.0,32
13.68,1.0,1.0,0.120000000000001,15
26.5,0.0,0.0,0.0,11
3.5,0.0,0.0,0.0,11
2.9,1.0,1.0,0.28000000000000025,22
11.98,0.0,0.0,0.0,43
17.0,1.0,1.0,0.3000000000000007,6
6.5,0.0,0.0,0.0,16
3.88,1.0,1.0,1.0,1
1.6,0.0,0.0,0.0,21
15.6,0.0,0.0,0.0,1
2.88,0.0,0.0,0.0,0
68.8,0.0,0.0,0.0,20
2.35,0.0,0.0,0.0,7
1.8,0.0,0.0,0.0,7
14.3,0.0,0.0,0.0,20
10.68,0.0,0.0,0.0,17
9.5,0.0,0.0,0.0,5
6.88,4.0,4.0,0.5200000000000005,12
5.0,3.0,3.0,0.8799999999999999,13
4.9,0.0,0.0,0.0,2
22.93,2.0,2.0,0.9499999999999993,24
33.2,1.0,1.0,0.29999999999999716,16
16.48,1.0,1.0,1.0999999999999979,13
17.1,0.0,0.0,0.0,123
5.48,0.0,0.0,0.0,28
3.1,1.0,1.0,0.3999999999999999,8
9.68,2.0,2.0,0.9000000000000004,3
7.5,0.0,0.0,0.0,7
8.18,0.0,0.0,0.0,3
4.98,1.0,1.0,0.27999999999999936,17
22.98,1.0,1.0,0.8999999999999986,5
26.88,0.0,0.0,0.0,7
45.0,0.0,0.0,0.0,41
25.8,0.0,0.0,0.0,4
12.98,0.0,0.0,0.0,5
10.78,1.0,1.0,0.02000000000000135,3
5.4,2.0,2.0,0.6999999999999993,2
7.9,0.0,0.0,0.0,9
8.23,0.0,0.0,0.0,33
5.8,0.0,0.0,0.0,9
4.78,0.0,0.0,0.0,9
4.2,0.0,0.0,0.0,4
7.68,0.0,0.0,0.0,22
16.98,0.0,0.0,0.0,11
7.8,0.0,0.0,0.0,16
119.0,0.0,0.0,0.0,37
2.8,0.0,0.0,0.0,20
29.8,0.0,0.0,0.0,16
4.9,0.0,0.0,0.0,1
29.2,0.0,0.0,0.0,14
14.88,0.0,0.0,0.0,7
12.1199,0.0,0.0,0.0,17
4.8,0.0,0.0,0.0,3
5.98,0.0,0.0,0.0,13
8.38,0.0,0.0,0.0,16
33.0,0.0,0.0,0.0,3
4.55,0.0,0.0,0.0,36
8.4,0.0,0.0,0.0,1
5.98,0.0,0.0,0.0,3
14.18,0.0,0.0,0.0,8
7.5,0.0,0.0,0.0,13
5.18,1.0,1.0,0.20000000000000018,2
1.88,0.0,0.0,0.0,37
10.68,0.0,0.0,0.0,19
3.6,0.0,0.0,0.0,20
3.6,0.0,0.0,0.0,28
123.0,0.0,0.0,0.0,110
19.8,0.0,0.0,0.0,46
11.0,3.0,3.0,0.5800000000000001,8
20.8,1.0,1.0,1.3999999999999986,12
8.58,0.0,0.0,0.0,5
20.0,0.0,0.0,0.0,2
47.0,0.0,0.0,0.0,22
38.8,2.0,2.0,3.200000000000003,5
22.98,4.0,4.0,1.599899999999998,8
16.8,0.0,0.0,0.0,12
1.58,0.0,0.0,0.0,13
3.38,0.0,0.0,0.0,6
5.0,0.0,0.0,0.0,1
12.28,0.0,0.0,0.0,5
7.88,0.0,0.0,0.0,6
1.4,0.0,0.0,0.0,6
7.5,0.0,0.0,0.0,90
6.865,0.0,0.0,0.0,10
3.88,0.0,0.0,0.0,29
5.6,0.0,0.0,0.0,3
8.88,0.0,0.0,0.0,5
12.88,0.0,0.0,0.0,10
6.98,0.0,0.0,0.0,44
37.0,0.0,0.0,0.0,54
8.28,0.0,0.0,0.0,3
0.98,1.0,1.0,0.19999999999999996,11
17.86,0.0,0.0,0.0,31
3.3,0.0,0.0,0.0,7
1.68,0.0,0.0,0.0,5
11.98,0.0,0.0,0.0,3
5.5,0.0,0.0,0.0,15
1.9,2.0,2.0,0.25,2
58.0,0.0,0.0,0.0,19
16.6,1.0,1.0,0.5999999999999979,33
16.58,0.0,0.0,0.0,38
5.8,0.0,0.0,0.0,6
4.8,0.0,0.0,0.0,1
13.5,2.0,2.0,0.8800000000000008,2
23.0,4.0,4.0,2.5799999999999983,24
6.38,0.0,0.0,0.0,7
29.3,1.0,1.0,0.1999999999999993,6
2.68,0.0,0.0,0.0,13
4.9,0.0,0.0,0.0,10
22.5,0.0,0.0,0.0,7
20.5,1.0,1.0,1.4800000000000004,8
4.68,1.0,1.0,0.20000000000000018,13
2.92,0.0,0.0,0.0,23
8.38,0.0,0.0,0.0,3
7.65,0.0,0.0,0.0,3
0.3,0.0,0.0,0.0,0
15.48,0.0,0.0,0.0,138
7.8,0.0,0.0,0.0,10
14.5,0.0,0.0,0.0,3
11.9799,2.0,2.0,0.6000999999999994,4
6.98,0.0,0.0,0.0,5
4.6,0.0,0.0,0.0,2
6.0,3.0,3.0,0.5,1
13.99,1.0,1.0,0.6899999999999995,33
23.5,0.0,0.0,0.0,26
12.5,0.0,0.0,0.0,13
4.98,2.0,2.0,0.5199999999999996,2
11.28,0.0,0.0,0.0,61
12.2,0.0,0.0,0.0,36
7.8,0.0,0.0,0.0,10
9.88,0.0,0.0,0.0,3
33.8,0.0,0.0,0.0,34
7.99,0.0,0.0,0.0,0
17.0,1.0,1.0,0.6999999999999993,5
42.9799,0.0,0.0,0.0,38
1.36,0.0,0.0,0.0,6
8.99,0.0,0.0,0.0,4
2.68,0.0,0.0,0.0,6
6.98,0.0,0.0,0.0,48
20.0799,0.0,0.0,0.0,19
17.6,0.0,0.0,0.0,4
8.98,0.0,0.0,0.0,26
2.58,1.0,1.0,0.1299999999999999,30
5.0,0.0,0.0,0.0,2
12.8,2.0,2.0,0.3999999999999986,7
12.58,1.0,1.0,0.6999999999999993,71
11.0,0.0,0.0,0.0,154
1.0,1.0,1.0,0.19999999999999996,15
9.98,0.0,0.0,0.0,3
6.6,2.0,2.0,0.28000000000000025,29
2.0,1.0,1.0,0.5,1
6.3,3.0,3.0,0.5,14
76.8,1.0,1.0,1.0799999999999983,15
7.1,0.0,0.0,0.0,3
4.5,0.0,0.0,0.0,9
2.05,0.0,0.0,0.0,4
4.2,0.0,0.0,0.0,15
13.68,0.0,0.0,0.0,3
18.38,0.0,0.0,0.0,21
8.7,0.0,0.0,0.0,17
10.2,0.0,0.0,0.0,13
7.5,2.0,2.0,1.0,1
29.5,0.0,0.0,0.0,25
20.5,0.0,0.0,0.0,14
18.2,4.0,4.0,0.8000000000000007,1
14.4,1.0,1.0,0.1999999999999993,6
9.28,0.0,0.0,0.0,3
24.7,0.0,0.0,0.0,17
8.38,1.0,1.0,0.11999999999999922,5
23.5,2.0,2.0,0.16000000000000014,0
4.2,0.0,0.0,0.0,23
17.9,0.0,0.0,0.0,12
37.7,0.0,0.0,0.0,38
8.58,1.0,1.0,-0.7000000000000002,4
9.9,0.0,0.0,0.0,4
43.9799,0.0,0.0,0.0,13
5.0,0.0,0.0,0.0,0
8.8,0.0,0.0,0.0,2
6.0,1.0,1.0,0.28000000000000025,4
13.9,1.0,1.0,0.09999999999999964,0
13.98,0.0,0.0,0.0,10
9.0,3.0,3.0,1.8800000000000008,0
20.8,1.0,1.0,0.1999999999999993,7
13.6,0.0,0.0,0.0,92
23.5,1.0,1.0,0.3000000000000007,9
26.5,1.0,1.0,0.5,0
131.0,0.0,0.0,0.0,34
24.3,3.0,3.0,0.8999999999999986,2
4.0,0.0,0.0,0.0,5
9.88,1.0,1.0,0.29999999999999893,0
24.2,1.0,1.0,0.40000000000000213,4
5.8,1.0,1.0,0.1800000000000006,3
16.9,0.0,0.0,0.0,5
27.5,0.0,0.0,0.0,10
29.5,0.0,0.0,0.0,40
9.4,2.0,2.0,0.049999999999998934,1
10.38,0.0,0.0,0.0,25
19.99,2.0,2.0,5.810000000000002,4
19.18,0.0,0.0,0.0,10
4.9,1.0,1.0,0.1999999999999993,110
4.88,1.0,1.0,0.10000000000000053,44
24.88,0.0,0.0,0.0,6
98.88,0.0,0.0,0.0,18
11.88,2.0,2.0,0.11999999999999922,24
7.9,2.0,2.0,0.5999999999999996,4
23.88,2.0,2.0,0.3200000000000003,2
25.18,1.0,1.0,0.120000000000001,3
37.0,0.0,0.0,0.0,5
51.7,1.0,1.0,0.7999999999999972,6
8.2,3.0,3.0,0.7000000000000011,17
0.68,0.0,0.0,0.0,105
12.68,1.0,1.0,0.3000000000000007,12
13.58,1.0,1.0,1.0,16
7.39,0.0,0.0,0.0,8
5.8,0.0,0.0,0.0,9
10.8,0.0,0.0,0.0,99
3.1,0.0,0.0,0.0,27
9.99,0.0,0.0,0.0,14
9.9,2.0,2.0,0.9000000000000004,7
24.5,0.0,0.0,0.0,2
5.2,0.0,0.0,0.0,2
16.5,0.0,0.0,0.0,1
13.38,1.0,1.0,0.41999999999999993,0
30.7,0.0,0.0,0.0,142
8.8,1.0,1.0,0.3999999999999986,8
8.98,0.0,0.0,0.0,16
6.0,3.0,3.0,1.5,5
29.5,0.0,0.0,0.0,5
8.98,0.0,0.0,0.0,3
5.6,2.0,2.0,0.20000000000000018,33
38.86,1.0,1.0,0.020000000000003126,9
7.4,0.0,0.0,0.0,1
26.99,0.0,0.0,0.0,0
25.79,2.0,2.0,0.7100000000000009,3
36.8,0.0,0.0,0.0,136
5.68,0.0,0.0,0.0,3
17.99,1.0,1.0,0.9999000000000002,13
8.0,0.0,0.0,0.0,23
3.2,1.0,1.0,0.09999999999999964,1
31.5,0.0,0.0,0.0,14
3.2,0.0,0.0,0.0,7
1.98,0.0,0.0,0.0,42
7.88,0.0,0.0,0.0,10
23.38,0.0,0.0,0.0,17
3.8,0.0,0.0,0.0,49
2.6,1.0,1.0,0.3799999999999999,14
30.5,0.0,0.0,0.0,32
2.3,0.0,0.0,0.0,19
13.6,0.0,0.0,0.0,43
1.9,0.0,0.0,0.0,4
30.98,0.0,0.0,0.0,6
9.38,0.0,0.0,0.0,2
3.48,2.0,2.0,0.31999999999999984,18
8.2,3.0,3.0,1.6000000000000014,1
23.0,0.0,0.0,0.0,10
11.38,1.0,1.0,-0.40000000000000036,3
10.3,0.0,0.0,0.0,11
0.3,1.0,1.0,0.38999999999999996,0
13.3,0.0,0.0,0.0,6
7.5,0.0,0.0,0.0,51
11.58,1.0,1.0,0.3000000000000007,1
2.49,0.0,0.0,0.0,15
39.8,0.0,0.0,0.0,4
17.8,0.0,0.0,0.0,2
11.8,0.0,0.0,0.0,6
5.6,2.0,2.0,0.20000000000000018,0
4.88,0.0,0.0,0.0,6
19.98,0.0,0.0,0.0,35
39.9,0.0,0.0,0.0,11
4.0,1.0,1.0,0.2999999999999998,1
19.7,1.0,1.0,0.8000000000000007,12
15.38,0.0,0.0,0.0,8
15.8,0.0,0.0,0.0,6
15.5,2.0,2.0,0.8000000000000007,26
10.85,0.0,0.0,0.0,10
2.68,0.0,0.0,0.0,3
12.8,0.0,0.0,0.0,12
12.6,0.0,0.0,0.0,1
4.8,0.0,0.0,0.0,5
2.0,0.0,0.0,0.0,14
0.6,0.0,0.0,0.0,0
22.98,1.0,1.0,0.5199999999999996,40
18.68,0.0,0.0,0.0,4
4.25,1.0,1.0,0.09999999999999964,10
3.68,0.0,0.0,0.0,0
7.12,0.0,0.0,0.0,3
5.0,0.0,0.0,0.0,24
21.0,0.0,0.0,0.0,12
8.3,0.0,0.0,0.0,3
7.18,0.0,0.0,0.0,14
9.6,2.0,2.0,0.7800000000000011,1
49.4,0.0,0.0,0.0,3
2.0,0.0,0.0,0.0,2
5.8,0.0,0.0,0.0,10
5.5,0.0,0.0,0.0,1
19.38,0.0,0.0,0.0,6
8.8,0.0,0.0,0.0,5
10.28,1.0,1.0,0.40000000000000036,5
6.56,1.0,1.0,0.6000000000000005,5
4.0,1.0,1.0,0.20000000000000018,7
4.6,0.0,0.0,0.0,2
15.78,1.0,1.0,1.2098999999999993,1
9.0,0.0,0.0,0.0,1
4.53,0.0,0.0,0.0,68
5.58,0.0,0.0,0.0,47
45.5,0.0,0.0,0.0,58
2.98,0.0,0.0,0.0,16
8.88,0.0,0.0,0.0,6
45.9799,0.0,0.0,0.0,37
5.28,0.0,0.0,0.0,33
21.5,1.0,1.0,1.3000000000000007,10
38.8,1.0,1.0,2.0,0
3.98,0.0,0.0,0.0,7
5.9,2.0,2.0,0.39999999999999947,2
14.2,0.0,0.0,0.0,31
15.2,0.0,0.0,0.0,0
8.9799,0.0,0.0,0.0,33
4.15,0.0,0.0,0.0,9
14.58,0.0,0.0,0.0,24
23.5,1.0,1.0,0.5,4
1.2,0.0,0.0,0.0,1
17.5,1.0,1.0,0.3000000000000007,5
41.88,2.0,2.0,4.299999999999997,14
6.3,0.0,0.0,0.0,1
14.5,0.0,0.0,0.0,18
5.95,0.0,0.0,0.0,8
2.9,1.0,1.0,0.10000000000000009,7
14.38,1.0,1.0,0.6199999999999992,0
3.3,1.0,1.0,0.10000000000000009,3
12.87,2.0,2.0,0.11000000000000121,15
1.68,2.0,2.0,0.8200000000000001,13
3.68,0.0,0.0,0.0,0
18.8,0.0,0.0,0.0,5
18.8,0.0,0.0,0.0,29
5.1,0.0,0.0,0.0,21
5.4,0.0,0.0,0.0,9
16.5,0.0,0.0,0.0,3
2.8,0.0,0.0,0.0,13
19.5,0.0,0.0,0.0,38
1.08,1.0,1.0,0.19999999999999996,8
10.5,1.0,1.0,1.0,16
9.28,0.0,0.0,0.0,31
7.98,0.0,0.0,0.0,1
17.7,3.0,3.0,2.1000000000000014,21
7.98,1.0,1.0,0.3699999999999992,5
1.24,1.0,1.0,0.56,0
1.98,1.0,1.0,0.2999999999999998,5
3.8,0.0,0.0,0.0,11
18.8,0.0,0.0,0.0,6
0.9,0.0,0.0,0.0,4
22.98,1.0,1.0,0.620000000000001,18
16.2,0.0,0.0,0.0,55
3.52,0.0,0.0,0.0,0
2.98,0.0,0.0,0.0,2
18.8,1.0,1.0,2.1999999999999993,20
15.68,2.0,2.0,-0.17999999999999972,1
20.8,4.0,4.0,2.0,0
5.89,1.0,1.0,0.29000000000000004,0
16.98,0.0,0.0,0.0,1
5.52,0.0,0.0,0.0,6
10.68,0.0,0.0,0.0,10
1.98,0.0,0.0,0.0,4
10.8,0.0,0.0,0.0,8
8.38,0.0,0.0,0.0,1
22.8,0.0,0.0,0.0,18
54.1,0.0,0.0,0.0,25
2.68,0.0,0.0,0.0,5
5.88,2.0,2.0,0.6200000000000001,15
1.98,0.0,0.0,0.0,54
5.55,0.0,0.0,0.0,0
23.85,3.0,3.0,0.6499999999999986,1
4.82,2.0,2.0,0.45999999999999996,15
7.38,0.0,0.0,0.0,41
14.8,0.0,0.0,0.0,9
48.8,2.0,2.0,1.0,10
12.28,0.0,0.0,0.0,6
5.6,0.0,0.0,0.0,1
21.0,7.0,7.0,3.5,16
6.5,0.0,0.0,0.0,5
14.8,1.0,1.0,0.08000000000000007,12
21.58,0.0,0.0,0.0,32
4.6,0.0,0.0,0.0,4
5.38,0.0,0.0,0.0,8
5.68,0.0,0.0,0.0,4
29.0,0.0,0.0,0.0,17
22.0,0.0,0.0,0.0,21
4.25,0.0,0.0,0.0,9
12.3,1.0,1.0,1.6999999999999993,26
6.8,1.0,1.0,0.1800000000000006,149
6.7,1.0,1.0,0.08000000000000007,17
11.8,0.0,0.0,0.0,3
8.9,1.0,1.0,0.29999999999999893,0
31.8,3.0,3.0,1.9999999999999964,2
15.18,0.0,0.0,0.0,2
5.5,0.0,0.0,0.0,8
21.0,4.0,4.0,1.3000000000000007,18
44.8,0.0,0.0,0.0,50
6.88,0.0,0.0,0.0,4
9.5,1.0,1.0,0.3000000000000007,60
12.0,0.0,0.0,0.0,23
17.8,0.0,0.0,0.0,61
53.8,1.0,1.0,1.4000000000000057,22
24.0,0.0,0.0,0.0,15
43.2,0.0,0.0,0.0,10
2.4,2.0,2.0,0.050000000000000266,1
10.3,0.0,0.0,0.0,4
4.8,0.0,0.0,0.0,10
2.75,0.0,0.0,0.0,5
9.4799,0.0,0.0,0.0,53
26.8,1.0,1.0,1.0,5
2.68,0.0,0.0,0.0,10
15.88,0.0,0.0,0.0,13
3.88,1.0,1.0,0.08000000000000007,1
13.8,0.0,0.0,0.0,11
15.6,0.0,0.0,0.0,3
3.98,1.0,1.0,0.3999999999999999,49
9.8,0.0,0.0,0.0,22
12.08,1.0,1.0,0.5,37
18.7,1.0,1.0,0.1999999999999993,4
6.9,0.0,0.0,0.0,3
4.2,1.0,1.0,0.39999999999999947,2
6.5,0.0,0.0,0.0,10
11.89,0.0,0.0,0.0,15
18.5,0.0,0.0,0.0,22
4.5,0.0,0.0,0.0,4
8.9,0.0,0.0,0.0,2
7.65,0.0,0.0,0.0,43
18.58,0.0,0.0,0.0,24
33.9,0.0,0.0,0.0,3
26.0,0.0,0.0,0.0,42
48.88,0.0,0.0,0.0,15
15.28,0.0,0.0,0.0,25
7.98,0.0,0.0,0.0,13
8.61,0.0,0.0,0.0,9
16.98,1.0,1.0,0.019999999999999574,46
9.4,1.0,1.0,0.1999999999999993,53
26.9,0.0,0.0,0.0,17
5.0,0.0,0.0,0.0,7
8.9,0.0,0.0,0.0,1
5.4,0.0,0.0,0.0,20
6.38,1.0,1.0,0.21999999999999975,19
10.6199,0.0,0.0,0.0,25
22.0,1.0,1.0,3.0,2
10.0,1.0,1.0,0.6799999999999997,34
11.9,0.0,0.0,0.0,38
3.6,1.0,1.0,0.2999999999999998,2
3.8,0.0,0.0,0.0,15
7.5,1.0,1.0,1.0,7
12.5,0.0,0.0,0.0,4
2.8,0.0,0.0,0.0,1
8.8,1.0,1.0,0.3999999999999986,8
3.25,0.0,0.0,0.0,13
13.98,0.0,0.0,0.0,12
25.68,2.0,2.0,0.3200000000000003,17
3.25,0.0,0.0,0.0,59
1.48,1.0,1.0,0.020000000000000018,81
61.0,0.0,0.0,0.0,2
7.3,0.0,0.0,0.0,17
3.9,0.0,0.0,0.0,2
8.3,0.0,0.0,0.0,2
17.5,0.0,0.0,0.0,1
12.8,0.0,0.0,0.0,8
8.88,0.0,0.0,0.0,15
20.8,0.0,0.0,0.0,1
6.3,0.0,0.0,0.0,3
3.98,0.0,0.0,0.0,27
1.98,0.0,0.0,0.0,4
17.5,0.0,0.0,0.0,0
7.38,0.0,0.0,0.0,12
3.5,0.0,0.0,0.0,0
6.9,0.0,0.0,0.0,3
13.6,4.0,4.0,2.5999999999999996,16
1.9,0.0,0.0,0.0,2
1.3,0.0,0.0,0.0,27
6.48,1.0,1.0,1.3999999999999995,17
3.8,0.0,0.0,0.0,7
26.88,0.0,0.0,0.0,4
9.0,2.0,2.0,0.5,20
5.19,1.0,1.0,0.009999999999999787,58
11.65,0.0,0.0,0.0,28
4.28,0.0,0.0,0.0,15
10.6,0.0,0.0,0.0,28
12.8,0.0,0.0,0.0,2
12.88,0.0,0.0,0.0,1
15.88,1.0,1.0,0.09999999999999964,10
21.0,2.0,2.0,-0.1999999999999993,0
11.8,0.0,0.0,0.0,2
13.12,2.0,2.0,0.46000000000000085,13
0.6888,4.0,4.0,0.31110000000000004,1
15.38,0.0,0.0,0.0,10
5.28,0.0,0.0,0.0,31
11.2,1.0,1.0,0.3000000000000007,9
12.8,2.0,2.0,0.6999999999999993,0
60.0,0.0,0.0,0.0,80
19.88,0.0,0.0,0.0,21
5.68,1.0,1.0,0.20000000000000018,17
11.3,1.0,1.0,-0.5,13
9.5,0.0,0.0,0.0,7
12.8,0.0,0.0,0.0,2
3.5,0.0,0.0,0.0,6
16.8,0.0,0.0,0.0,2
7.86,0.0,0.0,0.0,13
4.88,0.0,0.0,0.0,1
17.9,3.0,3.0,0.3000000000000007,2
59.0,1.0,1.0,0.5,8
9.04,2.0,2.0,0.7600000000000016,0
3.3,1.0,1.0,0.40000000000000036,0
7.46,4.0,4.0,0.5200000000000005,11
3.6,0.0,0.0,0.0,0
8.38,3.0,3.0,0.41999999999999993,4
6.38,0.0,0.0,0.0,23
26.0,0.0,0.0,0.0,1
5.8,3.0,3.0,0.40000000000000036,26
1.28,2.0,2.0,0.3999999999999999,4
10.7,2.0,2.0,0.5,127
8.0,0.0,0.0,0.0,3
5.98,0.0,0.0,0.0,2
5.2,0.0,0.0,0.0,17
7.38,0.0,0.0,0.0,64
54.88,0.0,0.0,0.0,18
16.5,1.0,1.0,0.1999999999999993,5
8.5,0.0,0.0,0.0,8
5.0,3.0,3.0,1.5,0
8.0,0.0,0.0,0.0,201
41.9,0.0,0.0,0.0,2
4.9,0.0,0.0,0.0,3
1.95,0.0,0.0,0.0,22
4.98,1.0,1.0,-0.1800000000000006,7
16.6,0.0,0.0,0.0,60
15.5,1.0,1.0,0.5,6
14.5,2.0,2.0,0.3000000000000007,13
4.9,0.0,0.0,0.0,67
176.0,1.0,1.0,-11.0,16
23.88,0.0,0.0,0.0,9
8.08,1.0,1.0,1.8200000000000003,17
15.2,0.0,0.0,0.0,82
27.8,0.0,0.0,0.0,66
5.275,0.0,0.0,0.0,47
18.88,0.0,0.0,0.0,9
23.3,0.0,0.0,0.0,6
9.9,0.0,0.0,0.0,9
2.8,1.0,1.0,0.18000000000000016,25
3.9,0.0,0.0,0.0,1
48.5,0.0,0.0,0.0,1
17.3,2.0,2.0,0.6799999999999997,3
15.8,0.0,0.0,0.0,7
40.7,0.0,0.0,0.0,4
33.8,0.0,0.0,0.0,3
7.8,0.0,0.0,0.0,2
5.66,0.0,0.0,0.0,17
14.3,0.0,0.0,0.0,5
4.6,0.0,0.0,0.0,11
3.3,0.0,0.0,0.0,33
4.0,0.0,0.0,0.0,0
4.28,0.0,0.0,0.0,6
9.5,0.0,0.0,0.0,10
30.0,0.0,0.0,0.0,2
21.0,2.0,2.0,0.8000000000000007,11
9.8,0.0,0.0,0.0,122
18.5799,0.0,0.0,0.0,13
13.8,0.0,0.0,0.0,2
1.5,0.0,0.0,0.0,12
3.9,2.0,2.0,0.30000000000000027,10
7.58,0.0,0.0,0.0,19
16.5,0.0,0.0,0.0,12
8.88,0.0,0.0,0.0,5
16.4,0.0,0.0,0.0,1
4.88,0.0,0.0,0.0,13
3.28,0.0,0.0,0.0,2
2.0,0.0,0.0,0.0,10
8.2,0.0,0.0,0.0,2
25.98,0.0,0.0,0.0,27
17.6,0.0,0.0,0.0,11
14.98,0.0,0.0,0.0,12
10.88,1.0,1.0,0.7999999999999989,7
5.8,1.0,1.0,0.7000000000000002,2
8.88,0.0,0.0,0.0,8
7.5,0.0,0.0,0.0,3
11.99,2.0,2.0,0.9900000000000002,6
20.8,2.0,2.0,0.6999999999999993,18
56.0,1.0,1.0,2.5,25
13.5,0.0,0.0,0.0,7
14.28,0.0,0.0,0.0,1
12.88,0.0,0.0,0.0,18
13.49,0.0,0.0,0.0,19
18.9,0.0,0.0,0.0,17
10.8,0.0,0.0,0.0,2
4.4,3.0,3.0,0.1999999999999993,1
4.98,0.0,0.0,0.0,38
26.0,0.0,0.0,0.0,107
13.9,0.0,0.0,0.0,3
4.6,0.0,0.0,0.0,8
15.78,2.0,2.0,0.9000000000000004,0
9.5,1.0,1.0,0.3000000000000007,1
9.78,2.0,2.0,0.20000000000000107,1
9.0,1.0,1.0,0.5,14
8.18,0.0,0.0,0.0,40
14.38,1.0,1.0,-0.08000000000000007,21
16.5,0.0,0.0,0.0,4
2.68,1.0,1.0,0.19999999999999973,17
10.5,0.0,0.0,0.0,0
15.6,0.0,0.0,0.0,7
7.88,0.0,0.0,0.0,7
17.79,0.0,0.0,0.0,22
4.6,1.0,1.0,0.10000000000000053,31
22.7,1.0,1.0,1.1000000000000014,51
7.68,0.0,0.0,0.0,1
18.8799,2.0,2.0,0.5000999999999998,16
9.3,0.0,0.0,0.0,24
4.3,0.0,0.0,0.0,14
11.5,0.0,0.0,0.0,40
8.98,0.0,0.0,0.0,35
4.38,0.0,0.0,0.0,25
6.8,1.0,1.0,0.6000000000000005,14
2.95,0.0,0.0,0.0,5
10.6,0.0,0.0,0.0,2
7.3,0.0,0.0,0.0,13
5.9,3.0,3.0,0.6799999999999997,11
8.8,2.0,2.0,0.1999999999999993,11
6.48,0.0,0.0,0.0,17
14.7,0.0,0.0,0.0,41
16.5798,0.0,0.0,0.0,4
8.58,4.0,4.0,1.2200000000000006,22
8.28,0.0,0.0,0.0,11
19.3,1.0,1.0,1.5799999999999983,32
21.9,0.0,0.0,0.0,2
9.5,0.0,0.0,0.0,4
18.8799,0.0,0.0,0.0,2
6.0,0.0,0.0,0.0,49
41.99,0.0,0.0,0.0,20
6.58,0.0,0.0,0.0,11
77.5,0.0,0.0,0.0,15
10.0,0.0,0.0,0.0,8
25.8,0.0,0.0,0.0,12
10.98,0.0,0.0,0.0,15
3.8,0.0,0.0,0.0,4
1.4,1.0,1.0,0.20000000000000018,4
7.78,3.0,3.0,0.6200000000000001,11
16.0,0.0,0.0,0.0,3
3.0,0.0,0.0,0.0,1
6.5,0.0,0.0,0.0,4
6.66,0.0,0.0,0.0,4
4.8,0.0,0.0,0.0,53
4.69,0.0,0.0,0.0,4
13.88,0.0,0.0,0.0,14
23.8,0.0,0.0,0.0,13
17.5,0.0,0.0,0.0,5
15.6,1.0,1.0,0.28000000000000114,3
54.0,0.0,0.0,0.0,12
1.2,0.0,0.0,0.0,1
22.8,0.0,0.0,0.0,6
7.0,0.0,0.0,0.0,5
2.38,0.0,0.0,0.0,70
9.25,0.0,0.0,0.0,9
13.98,0.0,0.0,0.0,7
5.0,0.0,0.0,0.0,15
16.0,0.0,0.0,0.0,19
19.8,0.0,0.0,0.0,8
5.6,0.0,0.0,0.0,43
4.5,0.0,0.0,0.0,6
13.3,2.0,2.0,0.5,0
5.98,1.0,1.0,0.39999999999999947,12
37.8,0.0,0.0,0.0,47
4.98,0.0,0.0,0.0,12
5.75,0.0,0.0,0.0,1
4.08,1.0,1.0,0.20000000000000018,11
6.18,0.0,0.0,0.0,15
26.8,1.0,1.0,0.3999999999999986,3
8.2,0.0,0.0,0.0,1
19.5,0.0,0.0,0.0,0
17.9,1.0,1.0,0.40000000000000213,2
2.68,1.0,1.0,0.19999999999999973,5
7.68,0.0,0.0,0.0,8
2.84,0.0,0.0,0.0,5
13.4,0.0,0.0,0.0,3
3.6,0.0,0.0,0.0,0
21.0,1.0,1.0,0.5,40
5.2,1.0,1.0,0.39999999999999947,14
32.5,1.0,1.0,0.29999999999999716,0
3.9,0.0,0.0,0.0,3
8.8,0.0,0.0,0.0,16
3.8,0.0,0.0,0.0,10
5.0,1.0,1.0,0.3799999999999999,2
4.1,0.0,0.0,0.0,4
9.46,0.0,0.0,0.0,4
11.5,0.0,0.0,0.0,3
20.98,1.0,1.0,0.019999999999999574,15
5.38,0.0,0.0,0.0,24
